text,answer,bullyingword
 if one song were to describe your life which song would that be ermmmm i have no clue my life has taken many turns and gone to many different places so i don t think i could pick any you can take elements from lots of different songs its all about thinking about how they relate to you most songs relate to most people its just about linking them ,no,n a
 if people from poland are called poles why aren 039 t people from holland called holes quot hey holes how you guys doing quot quot we got lost quot quot oh shit why was that quot quot because hole over the there is too fat and we all fell down quot lol p,no,n a
 if pinocchio said u201cmy nose is about to growu201d what would happen i for one would dart out of the way and look at him side on if his nose doesn t grow i would be majorly disappointed and grab the dearest frying pan smacking him on the face until another lump makes the development that the nose should have done ,no,n a
 if pinocchio said u201cmy nose is about to growu201d what would happen i for one would dart out of the way and look at him side on if his nose doesn t grow i would be majorly disappointed and grab the dearest frying pan smacking him on the face until another lump makes the development that the nose should have done ,no,none
 if quitters never win and winners never quit who came up with quot quit while you 039 re ahead quot obviously some quitter way to set an example dude ,no,none
 if quitters never win and winners never quit who came up with quot quit while you 039 re ahead quot obviously some quitter way to set an example dude ,no,n a
 if quizzes are quizzical what are tests testical ,no,n a
 if sour cream is past its expiration date is it good then no its out of date then but regular cream if its out of date you just change it to a sour cream pot they you have a loads of time before you actually need to throw it out ,no,n a
 if superglue is so good why doesn 039 t it stick to the inside of the tube o i have always wondered that but not enough to properly google it lol its odd but i would really like to know ,no,n a
 if the people at the psychic hotlines were really psychic wouldn 039 t they call you first ohh yeah those people well they knew you would be calling so they saw no point ,no,n a
 if the people at the psychic hotlines were really psychic wouldn 039 t they call you first ohh yeah those people well they knew you would be calling so they saw no point ,no,none
 if the whole world were listening what would you say hello im kelly got a problem ,no,n a
 if the world was flat would you go up to the precipice just to see what was over the edge hmmmm i think there was a bit of a give away then the edge is boring deal with it ,no,n a
 if we believed that life wanted more than anything else to simply serve our hearts dersires asking on a daily basis how do you want to be loved today how would you reply the think with romance i think something that can kill the spontaneity in a relationship is asking your partner quot what should we do how can i make you happy tell me and i will do it quot apart from the obvious answer that makes most people happy its not romantic to tell someone how you want to be treated i would feel much better if my partner made an effort and figured it out even if they didn t figure out exactly what i wanted to do i would love them that much more for making the effort to show me that they love me does this make sense ,no,n a
 if you add your username to your ignore list would you not be able to read your own posts why would i read my own posts anyway p i post them so there is no point in reading them back because i already know what they say ,no,n a
 if you are friends with both the bride and the groom then who 039 s side do you sit next to at the wedding you sit in the aisle and they just hop over you besttttt view in the house ,no,n a
 if you could 039 walk in someone else 039 s shoes 039 for a day who 039 s would you walk in ummmm someone who i would like to try living like perhaps no one too famous although i would like to see how feel feels like without having to deal with a lifetime of it ummm i don t know no one scarily eccentric s actually thinking about it i would like to be kathryn prescott for a day p i would love to know how it feels to have that female attention lol ,no,n a
 if you could be a bird which bird would you choose to be and why ermmmm a parrot because we learn to speak which makes us intelligent and a cross human soooo i like being a human so thats the best way to go besides i would be pretty woop lol,no,n a
 if you could be any skins character who would you be and why well i would say that i am very similar to emily at the moment and i really hate being so sensitive about things i would say naomi definitely because she can cut things off and basically doesn t give a shit im jealous of her ability to do that ,no,n a
 if you could be anywhere in the world right now where would you be ummm its really cold here so somewhere warm at least in bed all warm and cosy 3333333,no,n a
 if you could be born in any time period era when would you choose be born now because things seem to be getting better as time goes on technology culture social acceptance etc etc etc and also now is the time where sexuality isn t so much of a big deal and i like that sooooo now ,no,none
 if you could be born in any time period era when would you choose be born now because things seem to be getting better as time goes on technology culture social acceptance etc etc etc and also now is the time where sexuality isn t so much of a big deal and i like that sooooo now ,no,n a
 if you could change one thing that happened last year what would it be hmmmm probably dying my hair red unoriginal but who cares ,no,none
 if you could change one thing that happened last year what would it be hmmmm probably dying my hair red unoriginal but who cares ,no,n a
 if you could go anywhere right now where would that be toooooo ermmm lets think its random but london s nightlife with people obviously not by myself ,no,n a
 if you could go anywhere right now where would that be toooooo ermmm lets think its random but london s nightlife with people obviously not by myself ,no,none
 if you could have a super power what super power would it be why hmmm the power to turn invisible then i would go all veronica mars on unsuspecting victims orrrrrr the power to read minds not scarily like earshot from buffy but be able to home in on one person and turn it off it i wanted there goes all insecurity right no more fake friends although the truth can hurt okay lets go back to the invisible one ,no,n a
 if you could have any animal as a pet what would you have a bottlenose dolphin ,no,n a
 if you could kiss anyone in the world right now and they would fall in love with you from that single kiss who would you kiss i dont care if this isnt possible emily fitch lol no i don t mean kathryn prescott i mean emily fitch xd lol ,no,n a
 if you don 039 t recognize the number on your caller id do you answer no lol its always someone trying to sell something and do i really need to listen to that ,no,n a
 if you don 039 t recognize the number on your caller id do you answer no lol its always someone trying to sell something and do i really need to listen to that ,no,none
 if you feel stressed what would you do to reduce it it depends what the stress is over if its a fight with a person or im angry at them for whatever reason i normally throw something at the wall lol i snapped my phone once that way s bad moveeeee if its being stressed about being late or whatever then i just try and do it as fast as freaking possible lol,no,n a
 if you get a beer belly by drinking beer do you get a pot belly by smoking pot it would make life a little interesting wouldn t it i mean take job interviews for example quot are you hardworking and have a long concentration span quot quot yeah course quot quot well i think you are lying because you have a pot belly next quot lol,no,n a
 if you got in a cab and the driver drove backwards would he end up owing you money d well unless he is planning on taking you around the world the long way then he owes you the money yeah actually they should do that it would be a free fare and still get you home ,no,n a
 if you had a billion dollars what would you do with it woahhh a billion dollars well i would make sure i am settled with everything i would need plus my family and friends then i would give a lot to charities to smaller charities because the mainstream ones get a lot from exposure then put the rest into an account for future family members i wouldn t want to be that kind of person where it changes who i am but still i wouldn t mind it ,no,n a
 if you had one word to describe yourself what would you choose independent ,no,n a
 if you had to choose between a millions bucks and being able to fly which would you choose a million bucks because what can you really achieve by flying 1 you would look extremely odd 2 with a million bucks you can buy flying equipment ,no,n a
 if you had to choose between your favourite chocolate bar your favourite type of crisps chips to everyone else and your favourite drink as the only thing you could ever enjoy again what would it be and why oh and please tell us what your favs are ummmm chocolate bar 333 also i heard you can lose weight if you eat only chocolate thats a bonus right haha so yeah chocolate ummm maybe twirl or wispa yeah twirl 3333 or time out ,no,n a
 if you mated a bull dog and a shitsu would it be called a bullshit sorry idk why this came to mind p ohhhh i think i have heard that somewhere i don t know where but somewhere perhaps i just read your mind who knows ,no,n a
 if you think youu2019re a hypochondriac then are you one or not i don t even have a clue what that is o_o obviously its something self diagnosed yes ,no,n a
 if you try to fail and succeed which have you done you have failed pure and simple so as a result succeeded ,no,n a
 if you were a genie and a person asked you this wish quot i wish you would not grant me this wish quot what would you do they cancel each other out so i do nothing use it on myself instead im a hardcore genie i bent rules ,no,n a
 if you were a tree what tree would you be p a tree well i wasn t aware that trees can tell the difference between things but i see where you are going with this i would say a willow tree only because i love to be protective of the ones that i love and as a willow i can spread my branches and give shelter to those who need it excuse cheesy answer thanks ,no,n a
 if you were the opposite sex for one day what would you look like and what would you do ermmmmm can t say i have ever thought about that question so i would say beefy like mr t phwarrrrrr and go around giving out free chocolate bars for sex haha ,no,n a
 if you were under house arrest and you lived in a mobile home wouldn 039 t you be able to go anywhere you want d you would but you would never be able to leave it so its a bit like the quot you can look but don t touch rule quot it plain sucks ,no,n a
 if you 039 re anything like mw then you might just be weird that is haha well i think i am very much like you so in that sense i probably am weird orrrrr you are very much like me in which sense you aren t weird take your pick there missy p,no,n a
 if your friend was cheating on their lover would you tell them to stop i don t think it would really be my place to get involved but it would completely depend on their lover if i thought they treated my friend badly in the first place i probably would just stay out of it whereas if they didn t deserve it i would try and intervene and tell my friend to sort herself out and tell them or break it off it s not fair to lie either way ,no,n a
 if your friend was cheating on their lover would you tell them to stop i don t think it would really be my place to get involved but it would completely depend on their lover if i thought they treated my friend badly in the first place i probably would just stay out of it whereas if they didn t deserve it i would try and intervene and tell my friend to sort herself out and tell them or break it off it s not fair to lie either way ,no,none
 im a hero will you be my heroine im already a heroine ,no,n a
 im a hero will you be my heroine im already a heroine ,no,none
 im a question theif its my new thing i certainly did think so p so can i become a major role in your new business please can i be the executive manager and steal some too ,no,n a
 im a question theif its my new thing i certainly did think so p so can i become a major role in your new business please can i be the executive manager and steal some too ,no,none
 im answering your questions right now promise sure thannnnnng i shall happily await ,no,n a
 im back kelly yayyyyy ,no,n a
 im bisexual lol and who is quot i m quot ,no,n a
 im bored are you bored yes im bored lol,no,n a
 im doing well painting my nails green 3 haha are your nails painted right now what color haha i love that you paint your nails so often you are the only person that i know who regularly keeps them updated my nails are painted now of course they are i can t remember a day when i went out without painted nails p they are a dark red colour they usually are to be honest ,no,n a
 im feeling rather curious about everything tell me something i dont know b c there must be something ummmmmm something you don t know ummmm there is probably loads of things but nothing i think that is really relevant i wanted to live over in the states when i complete my film courses i don t know if it will pan out hopefully some day ,no,n a
 im going shopping this weekend care to join me i would love to join you well thanks can i spend all my money on nice clothes and take you to dinner p haha,no,n a
 im good missed you though haha good day awwwwww i missed you too didn t want to be soppy and admit it though but i clearly failed pretty boring day but there again you weren t here so what do i expect p anything fun happen at school ,no,n a
 im katie allen haha but no i love skins so much ohhhhhh did you just tweet me saying hi see its all coming together who doesnt love skins right xd,no,n a
 im mary and im hurt very deep down you cut me deep kelly awwww well it got you to admit your name i feel there was a win on my part p im sorry seals cuts with superglue ,no,n a
 im taking your advise and going upstairs but ill be ipoding haha haha go for it you will thank me later ,no,n a
 imagine it is a dark night you are alone it is raining outside you hear someone walking around outside your window who do you call can i call the local butchers they are bound to have some utensils that come in handy in case im attacked haha,no,n a
 in cali colombia a woman may only have sex with her husband and the first time this happens her mother must be a witness o ewww eeeek hahahahahahahahahahaahahahahahahahhahaha i just loled is that serious how awful i take it its an arranged marriage or something random haha poor bloke too thats worse than dying a virgin lol,no,n a
 in general opinion on motorbikes mopeds good bad fun comment in any way i think they can be fun but the only worry i have about them is some people don t wear the right gear and i get a bit concerned about that especially if its people that i really care about or love i do think they are pretty fun though and my sister did have a moped before she learned to drive a car she gave it up about 2 weeks into passing her test lol so apart from being concerned they are rather cool ,no,n a
 in katie 039 s episode of series 4 we learnt that katie 039 s name is actually kathryn might not be spelt that way but it 039 s all good so when i asked who came first kathryn or kathryn ohhhhh i get it well kathryn thats a rather trick question isn t it p because its both p katie and kat ,no,n a
 in scale from 1 10 how afraid of dark are you depends on where i am in my bedroom like 2 in the woods about 9 ,no,n a
 in your opinion what is the best thing about being a girl ummm probably kind of the same as the last answer in a weird way sensitivity only because being a girl and someone doing something for you either a friend family member or a lover you appreciate it so much more also being a girl this is going to sound terrible but you are able to handle things better and are able to understand how a certain person is feeling or thinking and you can react to it in the right way if that makes sense men again some not all are less sensitive and don t understand why that person is crying or angry but being a girl you just know ,no,n a
 in your opinion what is the worst thing about being a girl well apart from the obvious having children the pain of giving birth periods etc etc sensitivity i think just because i know im a very sensitive person and i really hate how i let things upset me sometimes a lot of men not all but the majority don t let things bother them so much as women do so definitely that ,no,n a
 independent but you live at home explain well i am independent in the sense that i don t care what other people think about certain things anyway and i don t let anything else influence what i wear or say a lot of people say my dress sense is quot unique quot and i would agree lol i still live at home only because i have no other choice im only 20 and you will see what its like to be still pretty young and not have the biggest income if i moved out i would be paying rent for somewhere but i couldn t even afford to live so whats the point in moving out i will in time well in september so its going to be a nice break when i am at home im independent in the sense that i like to be in my bedroom or by myself doing things not that im a loner lol i just find it easier to concentrate on something if no one else is there you know what i mean i sound completely weird don t i o_o lol ,no,none
 independent but you live at home explain well i am independent in the sense that i don t care what other people think about certain things anyway and i don t let anything else influence what i wear or say a lot of people say my dress sense is quot unique quot and i would agree lol i still live at home only because i have no other choice im only 20 and you will see what its like to be still pretty young and not have the biggest income if i moved out i would be paying rent for somewhere but i couldn t even afford to live so whats the point in moving out i will in time well in september so its going to be a nice break when i am at home im independent in the sense that i like to be in my bedroom or by myself doing things not that im a loner lol i just find it easier to concentrate on something if no one else is there you know what i mean i sound completely weird don t i o_o lol ,no,n a
 inny or an outy inny,no,n a
 inny or outy inny you ,no,n a
 is anything really ever perfect well what is perfect i suppose that determines our answer there isn t such a thing its different to the individual but i suppose no ,no,none
 is anything really ever perfect well what is perfect i suppose that determines our answer there isn t such a thing its different to the individual but i suppose no ,no,n a
 is curiosity ever a bad thing never curiosity keeps you alive it keeps things entertaining ,no,n a
 is family important to you yes definitely i think family is very much what you can make of it but still they are the people that have lived to bring you up you need to respect and be thankful for that even if i don t get along with them all the time ,no,n a
 is forever over now forever will never be over ,no,n a
 is having a crush on john bishop wrong lol p totally not only if you have a crush on his on screen daughters then yes fuck it john bishop is totally hot not to me obviously but in general xd,no,n a
 is it always obvious that im asking you the questions onlt a tad haha 3,no,n a
 is it just me or is it weird watching people do ski jumping its interesting for about 5 seconds then i switch the channel p,no,n a
 is it just me that crys when they yawn i cry when i yawn its bloody annoying when you have just done your make up s,no,n a
 is it ok to have a crush on multiple people i think so yeah as long as you don t act on that crush with multiple people or tell your other half about the crushes than you re fine don t want to make things awkward s well unless its a celebrity one because i think everyone has them lol ,no,n a
 is it possible to be cute and drop dead gorgeous yes i think so definitely well yourself for one thing p don t even go there by saying you arent if you saw yourself in a bar you would so chat yourself up don t even deny it p,no,n a
 is it wrong that im working my way through a tub of carte dor no why is it wrong the only problem is that its french p joke ,no,n a
 is it wrong to like boys no lol thats like saying is it wrong to like tea ,no,n a
 is it wrong to like girls no unless you are some type of insect then sorry to say it probably wont work size issues you know ,no,n a
 is it wrong to like girls no unless you are some type of insect then sorry to say it probably wont work size issues you know ,yes,you are some type of insect
 is it of course ,no,n a
 is love eternal i would like to think so yes ,no,n a
 is revenge sometimes justified yes i think so yes in different ways too if someone gets you why can t you return the favour i think revenge can show people something too if that makes sense shows you how something feels take naomily for example emily kissing that girl it showed naomi in a really small sense how emily is feeling even though it doesn t compare emily blatantly did it on purpose to get back at her and i would probably do the same in her position so yes i think it can be ,no,n a
 is rosie asleep quot rosie are you asleep quot quot yes quot yeah she is sorry ,no,n a
 is rosie asleep quot rosie are you asleep quot quot yes quot yeah she is sorry ,no,none
 is the glass half empty or half full half full why be negative about it ,no,n a
 is there a such thing as a perfect relationship for you ummm i think the term perfect relationship varies for everyone and anyone depending on their mood at the time you know if i were to answer this i would say someone who loved me for who i was and vice versa someone who gets you who unterstands your feelings and needs and treats you with the respect you treat them with someone romantic cute witty honest trusting etc lol how about you ,no,none
 is there a such thing as a perfect relationship for you ummm i think the term perfect relationship varies for everyone and anyone depending on their mood at the time you know if i were to answer this i would say someone who loved me for who i was and vice versa someone who gets you who unterstands your feelings and needs and treats you with the respect you treat them with someone romantic cute witty honest trusting etc lol how about you ,no,n a
 is there anywhere more secluded where you will post the answers that escape this form not that im aware of ,no,n a
 is this the kelly blake the one that was in skins r bahahahahahahahaha hey lester buddy r r this was me louise buddy haha onit onit ,no,n a
 is this the kelly blake the one that was in skins r bahahahahahahahaha hey lester buddy r r this was me louise buddy haha onit onit ,yes,haha onit
 is this the kelly blake the one that was in skins bahahahahahahahaha hey lester buddy ,no,n a
 is your hair naturally curly it is naturally quite wavy yes it goes really curly if it gets wet when im out or something and i hate it when it gets rained on because i can t sort it out until i am back home anyway normally i don t really do much to my hair i always blow dry it kind of so it goes a messy wavy kind of look i don t use any straightners or curlers on it very often anyway i just let it do its thannnnng probably why it is in such good condition then i style it occasionally obviously but more often than not its left messy but like styled messy not like trampy or anything lol ,no,n a
 is your hair soft it is actually i remember when i went to the hairdressers to actually ask about bleaching my hair and they said quot but your hair is so soft and shiny don t ruin it quot but its better than doing it when its weak and it falling out lol so yeah it is pretty glossy ,no,n a
 is your middle finger longer than your ring finger its actually not because then my hand would look scary ,no,n a
 is your middle finger longer than your ring finger its actually not because then my hand would look scary ,no,none
 is your middle name as cool as carla 039 s carla s middle name will always be cool to you because its personal mine is cool to anyone else who is named annabel p,no,n a
 isn 039 t it interesting how the word quot politics quot is made up of the words quot poli quot meaning quot many quot in latin and quot tics quot as in quot bloodsucking creatures quot many tics explains the story behind the parliment then lol,no,n a
 it doesn 039 t like you does this face look like it cares to me this face looks like it s smiling ,no,n a
 it is more worthwhile and satisfying to improve the world or appreciate the world appreciate the world to change something is a heck of a big deal and its not always achievable which means you would never be satisfied so to appreciate it the way it is means you would always get something out of it ,no,n a
 it means nothing to me anymore because the person who i shed talked with is being a c u n t like normal i suppose what happened to the person in the shed ay ay ay i think you and rosie need to sort this out or i think you and louise need to sort this out without the use of these questions ,yes,c u n t
 it means nothing to me anymore because the person who i shed talked with is being a c u n t like normal i suppose what happened to the person in the shed ay ay ay i think you and rosie need to sort this out or i think you and louise need to sort this out without the use of these questions ,yes, the person is being a c u n t not directed at the other person in the conversation though 
 it means nothing to me anymore because the person who i shed talked with is being a c u n t like normal i suppose what happened to the person in the shed ay ay ay i think you and rosie need to sort this out or i think you and louise need to sort this out without the use of these questions ,no,n a
 it 039 s bum with warm milk but maybe this is because i dont like milk you don t like milk who doesn t like milk if you were lactose intolerant then fair enough but considering you are having milk on your cereals i guess you aren t ,no,n a
 it 039 s bum with warm milk but maybe this is because i dont like milk you don t like milk who doesn t like milk if you were lactose intolerant then fair enough but considering you are having milk on your cereals i guess you aren t ,yes,who doesnt like milk
 it 039 s my dads birthday today guess his age happy birthday mystery persons dad ermm 45 ,no,none
 it 039 s my dads birthday today guess his age happy birthday mystery persons dad ermm 45 ,no,n a
 italian or french cuisine italian thats my favourite kind of food ,no,n a
 italian or french cuisine italian thats my favourite kind of food ,no,none
 its from the film jar head but maybe it was also in family guy who knows ohhhh i don t know either i just googled it p lol,no,n a
 its half term ohhhhh yeah i forgot that oh bollocks that means work is going to be busy ,no,n a
 its must of been love but its over now it must have been good but we lost it somehow ,no,n a
 its not very important so yea i had a dream about you haha i feel very special to have been tainting your dreams even if it did end up with you being in pain im glad i could have helped 3,no,n a
 je t 039 aime 3333 like wise ,no,n a
 jesus christ missed his middle name ,no,none
 jesus christ missed his middle name ,no,n a
 jesus rosie christ jesus h christ ,no,n a
 join me in the shed sometime haha i dont know if that wink is a good idea p,no,n a
 just because i would hypothetically be doing my job doesnt mean you aren 039 t a 039 special 039 sort of person id spy on you might be more special than you think kelly blake far more special hahaha 3 awww thank you and when we say special i take it we don t mean weird or anything o_o lol,no,n a
 just fell up the stairs then tripped over a bucket only to land face first in my cats 039 litter box which has not been cleaned in a while my uncoordinatedness has absolutely noooo boundaries p omfg did you actually just do that hahahaha if i fell in my cats litter tray i would scream uncontrollably until the litter shakes itself off of my body s,no,n a
 kelly if i could bake what would you want me to make you hmmm well im am getting baked cookies soooo second best option would be cheeeeeeesecake a strawberry cheesecake 333333 ,no,n a
 kelly if i could bake what would you want me to make you hmmm well im am getting baked cookies soooo second best option would be cheeeeeeesecake a strawberry cheesecake 333333 ,no,none
 kelly you are my lobster 3333 i love you more than cheese ,no,n a
 kelly make twitter work pleaase it worksssssss xd,no,n a
 kelly woo finally replied i have missed you loads babe i think maybe you 039 ve been sad becuase you missed me and i have been the same but happy days now 3 haha sorry busy couple of days i haven t been on here anywhooo im here now how did you work me out louise you hit the nail on the head there too much missage 3,no,n a
 kiss me i 039 m irish well partially anyway i should kiss you because you are irish haha tell me why ,no,n a
 kiss me i 039 m irish well partially anyway i should kiss you because you are irish haha tell me why ,yes,kiss me
 kiss me i don t know who has posted this so as a result thank you for the offer but i shall have to decline unless you are that person that is allowed kisses then of course ,no,n a
 kiss me i would you know that i don t think you even need the question mark you do not have to ask p,no,n a
 kiss me i would you know that i don t think you even need the question mark you do not have to ask p,no,none
 knock knock who s there ,no,n a
 lace or cotton it depends on what it is bedding or anything then cotton lol clothing or underwear then lace p,no,n a
 lace or cotton it depends on what it is bedding or anything then cotton lol clothing or underwear then lace p,no,none
 lace or leather lace im not a big fan of leather unless its a jacket then i would say a big no no to a lace jacket p,no,n a
 lady bugs are officially taking over my house i keep on seeing them everywhere haah but they are supposedly a sign of good luck so yay o i haven t seen a lady bird in ages they are a sign of spring and summer so go youuuuu isn t it the black ones that pee i hope for your sake they aren t peeing everywhere p haha ,no,n a
 last furry thing you touched my cat ,no,n a
 last words before you die quot the lights going out quot ,no,n a
 least favorite movie ummm i have too many to think about s i watched st trinians the other day thats definitely up there on worst movie list also mr and mrs smith damn boring ,no,n a
 leather jacket or leather pants jacket definitely more movement besides if you split your jacket you just take it off can t say the same for your pants trousers now can we lol,no,n a
 less censorship more fun i guess thats the rule of life we live once may as well enjoy it right ,no,n a
 lily loveless or kathryn prescott hmmmmm thats difficult im attracted to kat more there is something that draws me in but i think i could get on with lily better so hard to say can i be greedy and say both p,no,n a
 lily or naomi lily all the way naomi i don t know how i could handle but lily is like the sweeter version of naomi ,no,n a
 lily or naomi lily all the way naomi i don t know how i could handle but lily is like the sweeter version of naomi ,yes, i don t know how i could handle sweeter version of naomi 
 live where you are now or somewhere else where ummm how about new jersey sounds good to me p,no,n a
 lol yh p well naomily love wooop for naomily 333 they need to fix them because at the moment skins are going the wrong way about it s perhaps we see all the angst again and at the end they get a happy ending again i would rather they end happy than start happy and break up you ,no,none
 lol yh p well naomily love wooop for naomily 333 they need to fix them because at the moment skins are going the wrong way about it s perhaps we see all the angst again and at the end they get a happy ending again i would rather they end happy than start happy and break up you ,no,n a
 long hair or short you mean on me or someone else long for both anyway lol,no,n a
 louise rawlings or rosie edge take your pick they 039 re after me obviously i cant pick i ship you with them both ,no,n a
 louise rawlings or rosie edge take your pick they 039 re after me obviously i cant pick i ship you with them both ,no,none
 love me or hate me love you quot share the loveeeeee you feeling it quot ,no,n a
 love you too 3333 do you have a favorite pickup line not necessarily one that you 039 d actually use but one that you think is just so damn funny is there one you 039 d actually use haha i don t actually im not one for pickup lines they are just so unoriginal you know if someone was actually trying to ask me out or whatever i would rather they put in a bit of effort rather than reading something from a book but the cheesy ones are incredibly funny no good to actually get a date but still funny p i would rather talk to someone and get to know the real them probably why i am still single ,no,n a
 love you love you toooo 333 ,no,n a
 lovvvveeeee them all very different and all very cool the club and evening at the pub looks were my favorite 3 i just might have to come visit you sooner just to have you dress me up oh yeah im liking that plan i loved those looks the best too they are my speciality i think you should get your butt over here with an empty suitcase it would be leaving very full and no not just because im hiding in it too p haha,no,n a
 lovvvveeeee them all very different and all very cool the club and evening at the pub looks were my favorite 3 i just might have to come visit you sooner just to have you dress me up oh yeah im liking that plan i loved those looks the best too they are my speciality i think you should get your butt over here with an empty suitcase it would be leaving very full and no not just because im hiding in it too p haha,no,none
 made you really happy really excited really angry really sad ummm really happy i can t remember a little while ago i think i haven t been too happy these last months really excited probably about moving down to brighton in september and getting my own place etc really angry well the thing i explained to you earlier where i was putting my skins magazines on ebay and my sister came in sat on my bed and started chatting i turned back to my computer and my sister went really quiet so i turned to look at her and she was happily trying to rub off kat s signature off of my diva magazine yeah i wasn t too happy luckily she didn t but thats not the point she is 23 too so should have known hell better s really sad well unfortunately i have been pretty sad for quite a while and i cant seem to look up about things does that answer it ,no,n a
 major part of getting into a good college college to get your associates 2years and your bachelors another 2 years is usually 4 years during which you pick a major and then after you graduate you can further your studies and go to graduate school and get oh it sounds like you have a longer education system than we do but i think we just change schools more i don t know lol,no,n a
 making the first move do the 2 non first move ers cancel each other out and make it an 039 at the same time 039 first move haha or does someone just give in first p s i love lists just so you know its my ocd side taking over p if there were 2 of us that had trouble making a move then i think that creates one hell of a lot of sexual tension lol as soon as one person then does make a move because its just an amount of time before someone actually breaks it would be really really intense ,no,n a
 margarita or pina colada or daiquiri pina colada margaritas and daiquiri s are pretty tasteless if im honest ,no,n a
 marmite love it or hate it or don 039 t have a clue what i hate it isn t it made from olives or something yeah not a fan of olives so no marmite thanks ,no,n a
 mashed potatoes fries jacket potato or roast potatoes fries im british im a chip person p,no,n a
 maybe its not just conversation maybe it isn t maybe it is how do we tell i know you tell me thanks ,no,n a
 maybe its not just conversation maybe it isn t maybe it is how do we tell i know you tell me thanks ,yes,you tell me 
 mcdonalds or kfc i don t eat either but mcdonalds because i don t like the kfc batter ,no,n a
 me you hmmm nice and romantic aren t we bringing in my love for mathematics ,no,n a
 me and you shed tonight well of course my dear thats alright lame excuse to fill the answer with song ,no,n a
 me and you shed tonight well of course my dear thats alright lame excuse to fill the answer with song ,no,none
 me move there or you move here i think you should move here i would take care of you i will have my own flat soon my own car you can move to london with me become a successful doctor and if ever i get sick you can be my nurse haha ,no,n a
 megan fox do you think shes hot not personally no ,no,n a
 mint gum or bubble gum mint gum it tastes nicer for longer ,yes, mint gum it tastes nicer for longer 
 mint gum or bubble gum mint gum it tastes nicer for longer ,no,n a
 mint or cinnamon i hate cinnamon so mint ,no,n a
 minty or fruity scents it depends on what it is for perfume then fruity nahh probably all fruity ,no,n a
 minty or fruity scents it depends on what it is for perfume then fruity nahh probably all fruity ,no,none
 mmmm i smell food like cheese or something whats your favourite smell favourite smell my conditioner ,no,n a
 mmmmm a nice warm relaxing fire perhaps some cuddling how long shall we stay and im thinking one bedroom sound good to you nice big bed with a lot of 039 wiggle room 039 haha hmmm how long should we stay good question i reckon we should stay for 2 weeks then move somewhere hot to relax off what do you think well why do we need too bedrooms haha big bed sounds good along with wriggling haha i can t believing i am posting this on my formspring haha ummm what else what daily activities would you like to do p,no,n a
 modern or traditionally styled home i would say modern really just because i love the highly designed things but i would want it to look lived in you know there are a lot of modern designs which are really really empty which i don t really love anyway i love things that are unusual and colourful so i suppose it could be a mix of both ,no,n a
 moped 039 s rulee they do rule especially if they are made by vespa orange have black pen drawings on them pom poms coming out of the handles and a pair of bunny ears in the centre ,no,n a
 more of an observer than a 039 doer 039 and yes the dirtiness can keep life a bit interesting and i wish i could visit i want to and it will happen eventually and you have trouble making the first move so what happens when 2 people have trouble i do have trouble making the first move but ,no,n a
 most amazing thing you 039 ve ever seen ummmm other than kathryn prescott half naked in the intro of episode 2 haha joking probably some traditional things like certain weather changes animals doing funny things i don t know lol im boring with this answer but can i go with the sweet answer the way of two people falling in love is one of the beautiful things known to man lol,no,n a
 most favorite song ever ummmmmmmmmmmmmmmmmmmmm ummmmmmmmmmmmmmmmmmmmmmmmm ummmmmmmmmmmmmmmmmmmm i don t think i have one ummmmmmmmmmmm ummmmmmmm ummmmmmmmmmmmmmmmm perhaps ummmmmmmmm yeah don t have one ,no,n a
 most influential person in your life ummmm hmmmm this means i need to think i don t think there is anyone as such there are elements in certain people and traits that i love over a mixed variety of people ,no,n a
 most people are asses agree disagree expand on this i agree and disagree people are what we make of them and some people come across twats and some people kind it depends on how we get along with them the factors that stop us from clashing often things that you have in common can stop you relating to someone so all in all it depends on the person as to whether someone is an ass or not p,no,none
 most people are asses agree disagree expand on this i agree and disagree people are what we make of them and some people come across twats and some people kind it depends on how we get along with them the factors that stop us from clashing often things that you have in common can stop you relating to someone so all in all it depends on the person as to whether someone is an ass or not p,no,n a
 my bedroom is upstairs i could take the long 14steps upstairs to my double bed or risk staying down here amp falling asleep take the long 14 steps upstairs lazy butt p and fall asleep in comfort ,no,n a
 my bedroom is upstairs i could take the long 14steps upstairs to my double bed or risk staying down here amp falling asleep take the long 14 steps upstairs lazy butt p and fall asleep in comfort ,no,none
 my bedroom is upstairs i could take the long 14steps upstairs to my double bed or risk staying down here amp falling asleep take the long 14 steps upstairs lazy butt p and fall asleep in comfort ,yes,lazy butt p
 my brother made a dog bite my face wtf did he shove some kind of meet on your face a dog bit your face in seriousness i,no,n a
 my brother wtf why being a typical brother ,no,n a
 my dads on nights so when he gets home it 039 ll be 5am no longer valentines sucks to be him doesn t it what does he do and don t say late night from being out with the girlfriend ,no,n a
 my dads on nights so when he gets home it 039 ll be 5am no longer valentines sucks to be him doesn t it what does he do and don t say late night from being out with the girlfriend ,yes,sucks to
 my hair feels soooooooo soft right now 333 awwwww i love soft hair 3333 its a sign of good condition so goooo you ,no,n a
 my jaffa cake question started all of this l woo me its a simple question really being as they 039 re called jaffa cakes x hahahaha i still class them as a biscuit i mean would you eat a whole packet of cakes no a whole packet of jaffa biscuits yes ,no,n a
 my puppy says hi woof woof hello puppy all my cats say hi too meow now be good and please do not chase ,no,n a
