text,answer,bullyingword
 you 039 re a cutie pie thank youuu 3,no,n a
 you 039 re not the person i thought you were i m sorry to dissapoint you and your assumptions r you either take me as i am or don t take me at all it s your choice is you want to be my friend and i d love to be yours but the truth is i am who i am and you can t and won t change me ,no,n a
 your a really pretty girl i wish i could of met you in a cooler way if you know what i mean i was pretty hammered at my friends house when i first talked to you oh snap when like a bunch of guys called me at like 2 in the morning and called me a bad girl because i put my number on facebook xd,no,n a
 your a virgin o 0 yes i am o,yes,your a virgin o 0
 your a virgin o 0 yes i am o,no,n a
 your fromspring has died i know ,no,n a
 your gorgeous kailey we need to go over this issue it s you 33,no,n a
 your really good lookin we should hang out sometime thanks r who s thissss xd,no,n a
 hey stranger i 039 m following eu aigghtt following you back stranger ,no,n a
 samlovessimoa simoalovessam 3,no,n a
 samlovessimoa simoa loves you,no,n a
 samlovessimoa 3 i love you,no,n a
 samlovessimoa simoa loves sam,no,n a
 tehehehehe i love you more than a man loves his cookie n_n aw dear you are amazing i love you more then pie hehe ily,no,n a
 3 33333,no,n a
 3 iloveyou,no,n a
 333333333333 33333333333333333333333333333,no,n a
 gets down on knee 039 s will you marry me awww you are so cute 3 if i knew who you were i would say yes lol ,no,none
 gets down on knee 039 s will you marry me awww you are so cute 3 if i knew who you were i would say yes lol ,no,n a
 ,no,n a
 yeeeeeee haha womblelove melodi womble i ma ask you an annonymous q ,no,n a
 a ,no,n a
 a alyssa,no,n a
 a amazing,no,n a
 are you a ninja d ninja amp spy,no,n a
 are you a virgin no comment ,no,n a
 are you a virgin no comment ,yes,are you a virgin 
 are you a virgin no comment ,yes, are you a virgin 
 are you bi sexual no ,no,n a
 are you bi sexual no ,yes,bi sexual
 are you gorgeous wait i already know that lol i m not you re too kind,no,n a
 are you gorgeous wait i already know that lol i m not you re too kind,no,none
 ask me a question okay you rape mine i ll rape yours haha ,no,n a
 ask me a question okay you rape mine i ll rape yours haha ,yes,rape
 ask me a question okay you rape mine i ll rape yours haha ,yes,i ll rape yours
 ask me questions y y okay 3,no,n a
 ask me questions y y okay 3,no,none
 aww spam for you to sweet heart,no,n a
 caan you go get me some maccas go get it yourself lazy bum ,yes,get it yourself
 caan you go get me some maccas go get it yourself lazy bum ,yes,lazy bum
 dayummn whos a sexy bitch you are ily cookieman not as much as you and your piegina ,no,n a
 do you know how awesome you are love you xx aw who are you amazing person 3ily,no,none
 do you know how awesome you are love you xx aw who are you amazing person 3ily,no,n a
 do you like justin bieber r 3 aw his music is catchy i gotta admit and i do have his album ,no,n a
 do you like short stack i love them aw they go alright 3,no,n a
 do you like your followers i love my followers they are so amazing to put up with my crap i wish i could hug them all they are so lovely amp precious to me thankyou 3,no,n a
 do you masturbate you re silly shoosh no,yes,do you masturbate 
 do you masturbate you re silly shoosh no,no,n a
 do you want me to cave in quot curly tops quot head bahaha omg yes please,yes, cave in curly tops head 
 do you want me to cave in quot curly tops quot head bahaha omg yes please,yes, curly tops head 
 dude lets have sex with the people in your background lol creep p,no,n a
 dude lets have sex with the people in your background lol creep p,yes,creep
 dusty o o ok you re creeping me out _ ,no,n a
 e electric ,no,n a
 eat my cabanara ewwwwwwwwwwwww no,yes,eat my cabanara
 eat my cabanara ewwwwwwwwwwwww no,no,n a
 ermm no its not rigel who is rigel o o lol who are you p,no,n a
 facebook stuffed up so re added you as you can probably tell haha 3 aw you re lovely 3,no,n a
 favorite food 3 uhmm ice cream ,no,n a
 favourite tv show oh so many glee tori and deans home sweet hollywood cold case the city lol etc,no,n a
 feels like i 039 m sending to many spams hehe but your to gorgeous and everytime you log in it would probably be something like 20 questions all from me r 3 lol aw it was 19 haha made me smile loads thanks love 3,no,n a
 fuck me fuck yourself ,no,n a
 fuck me fuck yourself ,yes,fuck yourself
 fuck me fuck yourself ,yes,fuck yourself 
 guess what i know this amazing girl she 039 s gorgeous and probably the most amazing girl i 039 ll ever know oh wait i 039 m on her formspring right now aw cutie 3 you re so much more amazing then me aye ily,no,n a
 guess who who lol ily,no,n a
 guess rigel lol,no,n a
 hagrid are you cheating on me with ron i m not potter 3 you are my one and only iloveyou ,no,n a
 hagrid guess who potter or ron lol ily,no,n a
 haha at that question how many fucks have you had answer is even more interesting do you regard yourself a slut lol i m not ,no,n a
 haha at that question how many fucks have you had answer is even more interesting do you regard yourself a slut lol i m not ,yes, how many fucks have you had do you regard yourself a slut 
 haha at that question how many fucks have you had answer is even more interesting do you regard yourself a slut lol i m not ,yes, fucks slut 
 haha don 039 t worry i have justin bieber 039 s album to lol aww cutie,no,n a
 have you ever kissed a cat o o bahahhaha no ,no,n a
 have you ever kissed a girl lol,no,n a
 have you ever kissed a girl lol,yes,have you ever kissed a girl 
 hehe your formspring questions made my night 3 3 yours made my night sweetie,no,n a
 hehe your formspring questions made my night 3 3 yours made my night sweetie,no,none
 hello i just want to say i like your glasses and your background is very wierd nuff said rigel it s my fashion wall thanks for the compliment babe x,no,n a
 hey how are you haven 039 t talked to you on twitter for a while x aw i know right i m good how are you 3 missed you,no,n a
 how about your favourite twitter friend friends youuuuu and other amazing twitter friends ,no,n a
 how are you 3 i ms good thanks dear how are you 3,no,n a
 how big is your dick mines about that big oh my gosh mines bigger ,no,n a
 how big is your dick mines about that big oh my gosh mines bigger ,yes,how big is your dick 
 how big is your dick mines about that big oh my gosh mines bigger ,yes,how big is your dick mines bigger 
 how big is your penis rigelattempts n__n lol bigger then your ,yes,how big is your penis 
 how big is your penis rigelattempts n__n lol bigger then your ,no,n a
 how many fucks have you had just about 17267383901837 ,yes,how man fucks have you had
 how many fucks have you had just about 17267383901837 ,no,n a
 how many fucks have you had just about 17267383901837 ,yes,fucks
 i feel like going to subway now and getting like extra jalapeno 039 s all your fault i 039 m hungry now haha lol aw i m sorry p,no,n a
 i hate you _ you wanted hate lol hate chuu too fag xd,no,n a
 i hate you _ you wanted hate lol hate chuu too fag xd,yes, hate chuu too fag i hate you 
 i hate you _ you wanted hate lol hate chuu too fag xd,yes,hate chuu too fag xd
 i hate you _ you wanted hate lol hate chuu too fag xd,yes, hate you _ hate chuu too fag 
 i hate you _ you wanted hate lol hate chuu too fag xd,yes, i hate you i hate you too fag 
 i hate you _ you wanted hate lol hate chuu too fag xd,yes,hate chuu too fag
 i have penis 3 times the size of me when i get a boner it makes me fall over and you should watch it cum lmao jks 3 bahaha best,no,n a
 i have to hurry up and finish so i can continue wanking lol iloveyou,yes,i have to hurry up and finish so i can continue wanking
 i have to hurry up and finish so i can continue wanking lol iloveyou,no,n a
 i love hugh jackman i know it 039 s not a question but it had to be said hugh loves you erica d,no,n a
 i love you 039 3 iloveyousomuchmore 3,no,n a
 i love youuuuuuu this much wait wait more than that r 333 aww how adorable are you 3,no,n a
 i love youuuuuuuuuuuuuuu i love you,no,n a
 i loveyou i love you more d,no,n a
 i loveyou i love you more d,no,none
 i miss talking to you we used to talk allll the time aw sweetie same here darling 3 i m sorry,no,n a
 i miss you cookie man you 039 re amazing n_n even if you got raped by a little kid p lol nawhhhh i love you pie face 3,no,n a
 i miss you cookie man you 039 re amazing n_n even if you got raped by a little kid p lol nawhhhh i love you pie face 3,yes,even if you got raped by a little kid
 i want simoaaas sex you got it ,no,n a
 i want simoaaas sex you will get it ,no,n a
 i want simoaaas sex you will get it ,yes,you will get it
 i 039 m finished wanking hahaha so whats your favourite car lol who is this p and lol i d like a hummer bahaha,yes,wanking
 i 039 m finished wanking hahaha so whats your favourite car lol who is this p and lol i d like a hummer bahaha,no,n a
 i 039 m finished wanking hahaha so whats your favourite car lol who is this p and lol i d like a hummer bahaha,yes,i m finished wanking
 i 039 m good missed you 3 x i ve missed you so much ,no,n a
 i ,no,n a
 if you got to be stranded on an island with one person who would it be hayley williams or lady gaga haha,no,n a
 ifly simoaaaaa you sexy beast 3 aw you are precious 3,no,n a
 ihatesimoa jks hru 3 i hate you too lol jokes and not much you ,yes,ihatesimoa jks hru 3
 ihatesimoa jks hru 3 i hate you too lol jokes and not much you ,no,n a
 ihatesimoa jks hru 3 i hate you too lol jokes and not much you ,yes,hate you
 ill go now bye bye,no,n a
 ilovesimoa 3 iloveyourpenis,yes,iloveyourpenis
 ilovesimoa 3 iloveyourpenis,no,n a
 ilovesimoa aww it s these cute lil cmnts that make me smile 3,no,n a
 iloveyousomuch i love you sam so friggin much 3,yes,i love you sam so friggin much 3
 iloveyousomuch i love you sam so friggin much 3,no,n a
 ily simoa c i love you rigel 3,no,n a
 ily i love you 3,no,n a
 ily i love you 3,no,none
 ily iloveyou ,no,n a
 imma send you a heart cause i u2665 u hehe i love you awwwww,no,n a
 it bigger then that i just didnt have enough space haha lol awwww ,no,n a
 l love,no,n a
 l loves,no,n a
 lady gaga fan omfg most definately am a little monster,no,n a
 lets have sex lol jks you have blue wffle 3 bahahaha no i don t ,yes,have sex blue wffle 
 lets have sex lol jks you have blue wffle 3 bahahaha no i don t ,no,n a
 lol dude my cats a ranga lol that s adorable ,no,n a
 love youuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu 3 lalalarveeee you 3,no,n a
 m ,no,n a
 mine aren 039 t really questions its just telling you how amazing you are amp its all true 039 333 your questions make me smile everytime i come on formspring cutie 3,no,n a
 miss you so much aw i miss you so much aswell 3 like extremely muchly 3333,no,n a
 nahhh lol ily i f l y w the w on the end is especially for you 3,no,n a
 nahhh lol ily i f l y w the w on the end is especially for you 3,yes,w on the end is especially for you
 no way mines this big hahahahhaha ,no,n a
 o oprah p,no,n a
 o xd,no,n a
 oh my o o ohemgee u00d4_u00f2,no,n a
 ohai sup i think you sshould ask me a really long question haha nahh im joking winkwink anyway wats your favorite animal s ohmygosh i wonder who just formspring ed you ps fav animal is a lion ,no,n a
 okay the raping will begin in 3 2 1 haha thanks rigel,yes,raping
 okay the raping will begin in 3 2 1 haha thanks rigel,yes,okay the raping will begin in 3 2 1
 okay the raping will begin in 3 2 1 haha thanks rigel,no,n a
 ommgsh your amazingggg 3 no you are 3,no,n a
 s ,no,n a
 s sexy,no,n a
 s sexy,yes,sexy
 s simoa p,no,n a
 s super ,no,n a
 same here very much 333 3333 you re gorgeous,no,n a
 sex sex sex spam spam spam d haha aw iloveyou pieface,yes, sex spam 
 sex sex sex spam spam spam d haha aw iloveyou pieface,yes,pieface
 sex sex sex spam spam spam d haha aw iloveyou pieface,no,n a
 simoa is gorgeous 3 sam is even more gorgeous ,no,n a
 simoa loves poo 3 ugh thanks ,no,n a
 simoa loves poo 3 ugh thanks ,yes,ugh
 sorry im not from the australia but what quot rad quot means every ausie use this word i notice american don 039 t so pls tell me lol rad means awesome p,no,n a
 spam ily spam babe d,no,n a
 spam ily spam babe d,no,none
 spam cause your beautiful haha you re beautiful,no,n a
 spam meeee bahah 3 spam spam spam 3,no,none
 spam meeee bahah 3 spam spam spam 3,no,n a
 spam _ lol you re amazing,no,n a
 suck me fucker hahahahahahhahha yeah yeah like that yeah oh oh oh simoa rigelattempts oh gosh lol,yes,suck me fucker
 suck me fucker hahahahahahhahha yeah yeah like that yeah oh oh oh simoa rigelattempts oh gosh lol,no,n a
 suck my 5metre long penis bahaha omg yum yes please ,no,n a
 suck my 5metre long penis bahaha omg yum yes please ,none,suck my 5metre long penis
 u think mbsick is sexy lol lol whose that ,no,n a
 v venus haha,no,n a
 v venus haha,no,none
 wanna fuck jokes let s do it like they do on the discovery channel 3 the answer is heckyes ,no,n a
 wanna fuck jokes let s do it like they do on the discovery channel 3 the answer is heckyes ,yes,wanna fuck
 wats your fav song fav song atm is uhhh lady gaga alejandro ,no,n a
 wats your fav song fav song atm is uhhh lady gaga alejandro ,no,none
 what do you want to be when you grow up fashion designer or lawyer ,no,n a
 what is your all time favourite song omg anything paramore or nevershoutnever ,no,none
 what is your all time favourite song omg anything paramore or nevershoutnever ,no,n a
 what would you do if you had one day to live omg everything i guess just spend time with friends amp fam ,no,n a
 what 039 s the weirdest thing you 039 ve ever eaten probs calimari lulz,no,n a
 what 039 s the weirdest thing you 039 ve ever eaten probs calimari lulz,no,none
 who are the best people to follow on twitter allyson brenna jess melodi andrew etc everyone but my favourite is hayley williams amp lady gaga ,no,n a
 why are you so amazing 3 womble naww you re so much more amazing womble,no,n a
 why are you such a twitter addict i don t know please get rid of the site it ruins me kthnx ,no,n a
 why are you such a twitter addict i don t know please get rid of the site it ruins me kthnx ,yes,get rid
 why are you such a twitter addict i don t know please get rid of the site it ruins me kthnx ,yes,addict
 why are you such a twitter addict i don t know please get rid of the site it ruins me kthnx ,no,none
 why did people have to buy lady gaga tickets on the 27th i could be going devo aw i m sorry wish you did though we could have danced together ,no,n a
 wifeyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy aw hello wife 3,no,n a
 y yummy,no,n a
 y yummy,yes,yummy
 yeah was kidding what nash are you oh by the way are you sure you won 039 t hurt me p lol i m sure i wont hurt you i was born in new zealand but lived most my life in australia haha xd,yes,oh by the way are you sure you won t hurt me
 yeah was kidding what nash are you oh by the way are you sure you won 039 t hurt me p lol i m sure i wont hurt you i was born in new zealand but lived most my life in australia haha xd,no,none
 yeah was kidding what nash are you oh by the way are you sure you won 039 t hurt me p lol i m sure i wont hurt you i was born in new zealand but lived most my life in australia haha xd,no,n a
 yeah was kidding what nash are you oh by the way are you sure you won 039 t hurt me p lol i m sure i wont hurt you i was born in new zealand but lived most my life in australia haha xd,yes,you won t hurt me
 yeah was kidding what nash are you oh by the way are you sure you won 039 t hurt me p lol i m sure i wont hurt you i was born in new zealand but lived most my life in australia haha xd,yes,hurt me
 you an your sexy cookiegina are at the top of the food cahin babehh no you are d ilysm 3,yes, cookiegina babehh 
 you an your sexy cookiegina are at the top of the food cahin babehh no you are d ilysm 3,no,n a
 you an your sexy cookiegina are at the top of the food cahin babehh no you are d ilysm 3,yes,sexy cookiegina
 you dared me to click the send button your beautiful so don 039 t let anyone tell you otherwise 3 aw i m not really you are 333,no,n a
 you make me smile r 3 you make me smile sweetie 3,no,n a
 you 039 re amazing iloveyou nawww you re precious and way more amazing then me dear 3 ily,no,n a
 your amazing lovely gorgeous much more 3 you re such an amazing human 3 aw ily,no,n a
 your background creeps me out just saying it s awesome ,yes,background creeps me out
 your background creeps me out just saying it s awesome ,no,n a
 your background freaks me out justsayinggg haha it always has ,no,n a
 your gorgeous no you re gorgeous ,no,n a
 your gorgeous no you re gorgeous ,no,none
 your gorgoues no you are ,no,n a
 your lovely 3 you re lovely amazing gorgeous 3,no,n a
 aye go out iwth me haha why ,no,n a
 what was the happiest moment in your life today after school it was the most recent happiest moment of my life hahah,no,n a
 would you rather date a lot of different people or be in a committed relationship committed because apparently i really like the person ,no,n a
 ok ik this is natalie,no,n a
 aww ur older then mee tats ohhtayy haha yupp carlie washed my hair awkward what is the best thing that has ever happend to you uhhmmm soo many things ,no,n a
 byeas luv u 3 txt me kk srry i didnt,no,n a
 byeas luv u 3 txt me kk srry i didnt,no,none
 correct idk what to ask you its okkayy 3 i gtg ily ,no,n a
 did u read my indian accient i rocked right ur soooooooooooooooooooooooooooooo hot thnx,no,n a
 graham babe ok this isnt him i havnt even told him bout this and he hasnt been on fb liar ,no,n a
 graham babe ok this isnt him i havnt even told him bout this and he hasnt been on fb liar ,yes,liar
 guyhigoiph ijrtlgos 039 irhjsbro jtelkmg bhgpvuojknmav sckj ghepiryuvomjkf crhworugfwuhkcbsefb ur pr3etty thnx,no,n a
 haha do u thinki ily i hope so,no,n a
 haha i washed my friends hair last night and i kept smelling it how do u feel about that kinda creeped out hahahahhah but its funniee 3,no,n a
 haha ily faith i dont like the g you like you dont know him so what is your favorite color purple or pink haha,no,n a
 haha thats nice does it smell nice yes i get high off of it in class ,no,n a
 haha thats nice does it smell nice yes i get high off of it in class ,no,none
 hahahahahahahahahaahahhahahahahhahaha do u have a face cause the gods probably ripped it off cause its sooooo beatiful now say thank u yeahhh ok,no,n a
 hahahahahahahahahaahahhahahahahhahaha do u have a face cause the gods probably ripped it off cause its sooooo beatiful now say thank u yeahhh ok,none,hahahahahahahahahaahahhahahahahhahaha do u have a face cause the gods probably ripped it off cause its sooooo beatiful now say thank u 
 heeyyyyyyy my honey will u b my sexy betchhh valentine no who r you,yes,will u b my sexy betchhh
 heeyyyyyyy my honey will u b my sexy betchhh valentine no who r you,no,n a
 heyyy baby do u wanna go out again whos this ,no,n a
 i learned how to clap from bend it like becham with my little transporter to read this use a indian accient what the hell,no,n a
 i learned how to clap from bend it like becham with my little transporter to read this use a indian accient what the hell,no,none
 i think that its nick young saying all that stupid shiz haha i only said the last 1 haha r you saying stupid shit ,yes,r you saying stupid shit
 i think that its nick young saying all that stupid shiz haha i only said the last 1 haha r you saying stupid shit ,no,none
 i think that its nick young saying all that stupid shiz haha i only said the last 1 haha r you saying stupid shit ,no,n a
 its ur lovie dovie babe who else do u think it is idk but who do you think is my lovy dovy ,no,n a
 oh yeah i asked that already haha so what kind of shampoo do you use swave haha coconut sented and sometimes herbal essences hydralicous featherweight shampoo and conditioner for the hair that needs body,no,n a
 papa john who the f ck is this,no,n a
 ull find out tonight my love 3 wtf ,no,none
 ull find out tonight my love 3 wtf ,no,n a
 ull find out tonight my love 3 wtf ,yes,wtf
 well ok ik it isnt graham but its jake no its not cuz jake doesnt know this website ,no,n a
 what do you think of chelsey spigler haha now ik its yu uhmm i havnt had a chance to really get to know her but i think she could be a good friend ,no,n a
 what is your issue why would you send things like that to people wut idk what your talking about,no,n a
 what is your issue why would you send things like that to people wut idk what your talking about,no,none
 what was the worst advice you 039 ve ever received my best friend told me to tell the guy i like that i like him and he sat across from me and it turns out he didnt like me oh well haha ,no,n a
 whats ur sexy hair color babe its gray and black in the pic uhmm blonde who r you ,no,n a
 when 039 s your birthday august 7th 1997 33,no,n a
 who 039 s your favorite musician ke ha ,no,n a
 why did u break up with graham cuz i dnt like him lol,no,n a
 why do you like graham hilgartner becuz hes cute and flirty and has the most wonderful eyes i hav ever seen and we can talk for hours on the phone and still hav something to say the next day 3,no,n a
 why do you like graham hilgartner becuz hes cute and flirty and has the most wonderful eyes i hav ever seen and we can talk for hours on the phone and still hav something to say the next day 3,no,none
 would you rather be a famous musician or a famous actor famous actor i can t play or sing for my life ,no,n a
 would you rather be a famous musician or a famous actor famous actor i can t play or sing for my life ,no,none
 wow what ,no,n a
 yes ik haha do u love me of course 3 ily ,no,n a
 039 it 039 s not even my date and he still gets me out of my skirt 039 hahahaha where is that from ,no,n a
 amp amp it hurts btw your butt too much cream ran to it ,no,n a
 sooooo how could a girl like you possibly fall for me it just doesn 039 t make sense 3 it makes complete sense i just don t know why you l,no,n a
 3333 enough said 333333333 a better said ,no,n a
 3333 enough said 333333333 a better said ,no,none
 quot a kiss with a fist id better than none quot i love florence they are my favourite band i actually love flo so so so much 3333 she won a brit award for the best album and i actually jumped and screamed i was so excited i have loved her for ages though wayyyy before they became famous so its weird to see their name plastered everywhere same with little boots lady gaga and ellie goulding i have loved all those people for so long way before any of them were so famous hold on they are all female hmmm lol,no,n a
 quot innocents and alleys don 039 t they ever learn quot what show which started in 1998 is this quote from an extra point if you can tell us who said it another for another quote from the same show charmed said by prue quot piper next time get your own damn lipstick prue i heard that piper i love you prue bite me quot you said nothing about not being able to use google p ,no,n a
 hugs sorry about your weird freaky dream that was an odd amp bloody one oi dont want you to explode if i were there i would have disengaged the bomb and kicked your manager 039 s ass all with my super secret spy skills more hugs ill comfort you tonight thank you i don t think i did explode but i would have if reality hadn t have slept in if you die in your dream thats when they say you actually die in real life isn t it you are welcome to kick his ass although i think he is dead now in my dream not really lol so at least it saves you getting hurt even if my arms were sliced up with his knife ,no,n a
 you 039 re jeeze jesus ,no,n a
 i guess im in a relationship love question mood tonight haha no problem its good continue ,no,none
 i guess im in a relationship love question mood tonight haha no problem its good continue ,no,n a
 after the last few maybe i should stop asking you questions now haha p haha i don t think you will ever stop asking me questions not that i mind though its entertaining p,no,n a
 i think you knew how id have reacted remember the other stuff in my dream that 039 wasnt so important 039 well now you know what it was haha cant believe i just admitted that o hahaha seriously are you sure it wasn t actually a joint dream haha can t believe i just admitted that well yeah i did want to kiss you and a combination of my dad sat in the front seat and not knowing how you would react even though i do know now and i wish i could re enter my dream and correct it was a bit of a put off lol the dad bit not you obviously p so how was the not so important things in your dream ,no,n a
 o someone is smart and smarter than my memory apparently i thought it was piper but i was getting muddled up is 039 innocents and alleys don 039 t they ever learn 039 better or not as good as 039 i 039 m being stalked by psycho killers and i hide in the shower 039 i have no idea lol all the episodes of charmed kind of bleed into one p they are all good though and charmed buffy angel skins etc etc are like one long tv show i don t really think of them as individual eps ,no,n a
 our formspring messages have been getting increasingly dirtier haha care to comment on anything haha my comments would consist of 1 i don t mind them getting dirtier it keeps life interesting haha 2 one of the many reasons you would be staring at me hmmm and these would be 3 i apologise about going insane but i am better now so thank you 3 4 i think you should actually visit as soon as actually possible p i have problems making the first move but i think you could brake that issue haha love the cheese p 5 why am i writing a list haha anything else you would like to add apart from answering these points p,no,n a
 1 person is going to st ives but it was how many in total right o_o confusin ,no,n a
 1 if i get any random adds i 039 m blaming you for publishing my addy unless they afe from you or other amazing people 2 a jaffa cake is not a biscuit it is a cake hahaha jaffa cake is a cake but its not really is it its kind of a cross i suppose you posted your addy not me p i hold nooooo responsibility holds hands up ,yes,i m blaming you
 1 if i get any random adds i 039 m blaming you for publishing my addy unless they afe from you or other amazing people 2 a jaffa cake is not a biscuit it is a cake hahaha jaffa cake is a cake but its not really is it its kind of a cross i suppose you posted your addy not me p i hold nooooo responsibility holds hands up ,no,n a
 1 there has even been a legal battle it is a cake 2 i sent it two you you published it p you sent it to me the only way i answer it is by answering it p tough luck p lol its not a legal battle but more of a difference of opinions i was trying to meet half way i think someone is just stubborn and wants his own way lol,no,n a
 1 there has even been a legal battle it is a cake 2 i sent it two you you published it p you sent it to me the only way i answer it is by answering it p tough luck p lol its not a legal battle but more of a difference of opinions i was trying to meet half way i think someone is just stubborn and wants his own way lol,no,none
 3 features you get complimented on a lot most often my hair my eyes my smile ,no,n a
 3 the quote is from john tucker must die which was on tv tonight ohh i see well i watched like to minutes of it and that wasn t even an intense watch so i don t blame myself ,no,n a
 5 words you would use to describe moi amazing gorgeous witty adorable caring ,no,n a
 5 words you would use to describe moi amazing gorgeous witty adorable caring ,yes,n a
 5th grade then 039 middle school 039 is from 6th to 8th grades then there is high school 9th to 12th grades at the end of high school we take the sat which in addition to our high school grades recommendations extracurricular activities etc is a ohh the sat we take 3 times in year 3 6 and 9 they are obviously more important for you guys though as we take gcse s at the same time as you take your sat s ,no,n a
 9 ish i have to go shopping now i will miss you 3333 noooooooooooooooooooooo well have fun i shall speak to you on your return try to buy everything you need then you don t need to depart again haha 33333333,no,n a
 9 ish i have to go shopping now i will miss you 3333 noooooooooooooooooooooo well have fun i shall speak to you on your return try to buy everything you need then you don t need to depart again haha 33333333,none,n a
 a hardcore fan of skins generation 2 is just as big a fan of skins as someone who likes both generations discuss ummm i don t know i think a hardcore fan of gen 2 is a hardcore fan of skins a fan of the show isn t hardcore just a show ,no,n a
 about how many pairs of jeans do you own ermmm well i have loads but i don t really wear half of them say 30 ish ,no,n a
 about how many pairs of jeans do you own ermmm well i have loads but i don t really wear half of them say 30 ish ,no,none
 aggony aunt much haha which question it doesn t help when you post without leaving a name ,no,n a
 agreed you are getting some interesting questions how do you feel about some of the more ahem ones if im honest i am bloody thankful my parents are not on twitter as for the questions i think its slightly wrong that they are even asking them you think i shall dodge if need be the really quot ahem quot ones p lol,no,n a
 agreed you are getting some interesting questions how do you feel about some of the more ahem ones if im honest i am bloody thankful my parents are not on twitter as for the questions i think its slightly wrong that they are even asking them you think i shall dodge if need be the really quot ahem quot ones p lol,no,none
 ahhh love makes everything better indeed ,no,n a
 ahhhh fuck the superglues stinging you made it worse flushed out with a pint of water and loveeeeeeeee 3333 ,no,n a
 an angel appears out of heaven and offers you a lifetime supply of the alcoholic beverage of your choice what alcoholic beverage do you choose p chambord liquor aka rasberry liquor heavenly ,no,n a
 and when i bought my helmet for my moped i got told i had a small head so merrrrr my last answer about birthday dates is well if im honest that helmet wont fit anymore ,no,n a
 and im learning french at school but i know a few italian words and phrases that my grandmother taught me not many though but i am learning it so yea i 039 ve been told i pronounce words properly which is apparently the major thing people mess up p well congrats buttttt i think someone should be doing their homework am i correct not reading all my formspring answers but yeah do a video with some italian words p pleaseeeeee ,no,n a
 and she thinks i am a goth and jesus i agree then because carla does know all we must agree she is the lord ,no,n a
 and the lyrics i send you are what ever is playing on my ipod at the time ohhh i see a nice random playlist you have going there ,no,n a
 and who am i im going to need a clue if im gonna get this someone obviously a tad perverted lol ,no,n a
 and yea i am actually accident prone no lie its just emphasized in my dreams p haha haha awww everyone cool is accident prone so no worries im pretty bad too but that just makes us awesome p haha,no,n a
 and yea i will join the preach lol good good good i will let you know dates and the basic script of shouting i mean preaching p,no,n a
 and yea i will join the preach lol good good good i will let you know dates and the basic script of shouting i mean preaching p,no,none
 answering or asking must pick one asking probably because i like to find out things about certain people buttttttttt its hard when you can t think of anything to ask and you end up coming across like a babbling idiot ,no,n a
 any piercings if yes how many and where are they and do you want more only my lobes i want to get a few more done on my ears just regular ones going up and a scaffold piercing on my right ear but i don t like needles so its a bit of an issue for years i have wanted my tongue and my lip pierced in the centre but again its a needle ,no,n a
 anything else you 039 d like to do to me oh thats a secret i don t think i can be posting that on here haha ,no,n a
 anything else you 039 d like to do to me oh thats a secret i don t think i can be posting that on here haha ,no,none
 apart from the obvious ones which two body parts do you find most sensitive and responsive hahahahahaha well im pretty sensual so i just find light touches to the skin or something really relaxing it might sound cheesy but heyyyyyy also neck works well p lol,no,n a
 apartment or house house definitely depending on location but i would say a house ,no,none
 apartment or house house definitely depending on location but i would say a house ,no,n a
 are all your questions this dirty or are you just choosing them you naughty lil minx you oh trust me im picking all the less naughty ones lol you should see the ones im deleting s,no,n a
 are all your questions this dirty or are you just choosing them you naughty lil minx you oh trust me im picking all the less naughty ones lol you should see the ones im deleting s,no,none
 are eyebrows considered facial hair haha i guess they are so does that mean when we re playing the game quot guess who quot and you say quot does he have facial hair quot the answer would always be quot yes quot lol unless they are facially bald ,no,n a
 are eyebrows considered facial hair haha i guess they are so does that mean when we re playing the game quot guess who quot and you say quot does he have facial hair quot the answer would always be quot yes quot lol unless they are facially bald ,no,none
 are marbles made of marble indeed some are made of the same material they make fake eyes out of i don t mean glass i mean that rubbery stuff whats the word oh yeah blu tack ,no,n a
 are you a 039 morning 039 or 039 night 039 person night definitely night is when i come aliveeeeeee in more ways that one haha,no,n a
 are you a cuddler oh god yes lol i love cuddles 333333 i know you do too so i don t need to return that question p,no,n a
 are you a heavy or light sleeper definitely a light sleeper i wake up at the smallest thing and its crap because i have problems sleeping anyway so it results in very littttttle sleep ,no,n a
 are you a morning person not really again because of my insomnia when i get up im usually pretty tired but i tend to snap out of it as time goes on it s actually annoying it might be 7 at night and im really tired but by the time it reaches 11 or something i am a hyper little thing rather irritating considering thats normal peoples bedtime ish ,no,n a
 are you a procrastinator pretty much yeah lol with some things no but if its shit stuff yesssss i get distracted easily p,no,n a
 are you a righty or a lefty which hand do you write with im a righty although i do sometimes eat with my knife and fork the wrong way around im not ambidextrous but i do do somethings with both thank the drums for that i suppose lol,no,n a
 are you a righty or a lefty which hand do you write with im a righty although i do sometimes eat with my knife and fork the wrong way around im not ambidextrous but i do do somethings with both thank the drums for that i suppose lol,none,n a
 are you a risk taker if yes what kind of risks had you taken if not why not umm i would say so yes i mean with odd things eg shall i try jumping from here to there but there is a steep drop that i would probably fall down in the middle then no but i still like to take some risks with things otherwise whats the point everything would be boring just the usual kind of stuff i guess its called trying your luck lol,no,n a
